window,phi
0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.01 0.01 0.01 0.00 0.00 0.01 0.01 0.00 0.00 0.01 0.01 0.00 0.01 0.00 0.00 0.00 0.00,0.24515951343558007
0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.01 0.01 0.01 0.00 0.00 0.01 0.01 0.00 0.00 0.01 0.01 0.00 0.01 0.00 0.00 0.00 0.00 0.00,0.24515951343558007
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.17 0.01 0.01 0.00 0.00 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,0.034632208467921144
0.00 0.00 0.00 0.00 0.00 0.00 0.17 0.01 0.01 0.00 0.00 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,0.034632208467921144
0.00 0.00 0.00 0.00 0.00 0.17 0.01 0.01 0.00 0.00 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,0.034632208467921144
0.00 0.00 0.00 0.00 0.17 0.01 0.01 0.00 0.00 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,0.034632208467921144
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.17 0.01 0.01 0.00 0.00 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,0.034632208467921144
0.00 0.17 0.01 0.01 0.00 0.00 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,0.034632208467921144
0.17 0.01 0.01 0.00 0.00 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,0.034632208467921144
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.17 0.01 0.01 0.00 0.00 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00,0.034632208467921144
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.17 0.01 0.01 0.00 0.00 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00,0.034632208467921144
0.36 0.30 0.37 0.49 0.20 0.13 0.08 0.06 0.06 0.07 0.06 0.08 0.09 0.14 0.16 0.14 0.16 0.15 0.15 0.18 0.20 0.19 0.19 0.23 0.25,0.19906361865952005
0.30 0.37 0.49 0.20 0.13 0.08 0.06 0.06 0.07 0.06 0.08 0.09 0.14 0.16 0.14 0.16 0.15 0.15 0.18 0.20 0.19 0.19 0.23 0.25 0.81,0.9993717767039964
0.20 0.17 0.21 0.20 0.18 0.22 0.19 0.19 0.24 0.25 0.25 1.00 0.20 0.15 0.07 0.04 0.05 0.04 0.05 0.07 0.08 0.14 0.16 0.20 0.19,2.5059607743349588e-06
0.17 0.21 0.20 0.18 0.22 0.19 0.19 0.24 0.25 0.25 1.00 0.20 0.15 0.07 0.04 0.05 0.04 0.05 0.07 0.08 0.14 0.16 0.20 0.19 0.86,0.9852246698081876
0.46 0.59 0.20 0.54 0.19 0.08 0.07 0.06 0.06 0.06 0.08 0.08 0.14 0.16 0.19 0.21 0.59 0.54 0.26 0.59 0.18 0.19 0.24 0.29 0.35,0.12356815118388842
0.59 0.20 0.54 0.19 0.08 0.07 0.06 0.06 0.06 0.08 0.08 0.14 0.16 0.19 0.21 0.59 0.54 0.26 0.59 0.18 0.19 0.24 0.29 0.35 0.91,0.9843941825373097
0.22 0.22 0.21 0.20 0.67 0.23 0.22 0.21 0.22 0.20 0.13 0.12 0.09 0.07 0.06 0.08 0.08 0.07 0.09 0.10 0.15 0.16 0.19 0.18 0.21,0.043468882270100706
0.22 0.21 0.20 0.67 0.23 0.22 0.21 0.22 0.20 0.13 0.12 0.09 0.07 0.06 0.08 0.08 0.07 0.09 0.10 0.15 0.16 0.19 0.18 0.21 0.98,0.9995830154104569
0.36 0.22 0.47 0.14 0.08 0.07 0.06 0.05 0.06 0.07 0.07 0.22 0.15 0.19 0.20 0.17 0.21 0.20 0.18 0.22 0.19 0.19 0.24 0.25 0.25,0.23033071484194367
0.22 0.47 0.14 0.08 0.07 0.06 0.05 0.06 0.07 0.07 0.22 0.15 0.19 0.20 0.17 0.21 0.20 0.18 0.22 0.19 0.19 0.24 0.25 0.25 1.00,0.9999012947211835
0.13 0.12 0.07 0.07 0.07 0.10 0.17 0.25 0.25 1.00 0.47 0.40 0.43 0.42 0.39 0.39 0.34 0.42 0.40 0.45 0.40 0.43 0.31 0.29 0.05,0.5810456782923834
0.12 0.07 0.07 0.07 0.10 0.17 0.25 0.25 1.00 0.47 0.40 0.43 0.42 0.39 0.39 0.34 0.42 0.40 0.45 0.40 0.43 0.31 0.29 0.05 0.01,0.6525694093342818
0.27 0.21 0.13 0.12 0.10 0.09 0.11 0.20 0.27 0.30 0.31 0.35 0.34 0.38 0.36 0.38 0.37 0.42 0.44 0.45 0.46 0.52 0.47 0.41 0.29,0.012546883819802512
0.21 0.13 0.12 0.10 0.09 0.11 0.20 0.27 0.30 0.31 0.35 0.34 0.38 0.36 0.38 0.37 0.42 0.44 0.45 0.46 0.52 0.47 0.41 0.29 0.00,0.8992391357131914
0.23 0.13 0.12 0.07 0.07 0.07 0.10 0.17 0.25 0.25 1.00 0.47 0.40 0.43 0.42 0.39 0.39 0.34 0.42 0.40 0.45 0.40 0.43 0.31 0.29,0.012039341979064866
0.05 0.06 0.10 0.16 0.21 0.25 0.28 0.26 0.27 0.27 0.30 0.29 0.31 0.31 0.37 0.37 0.38 0.39 0.42 0.32 0.21 0.11 0.08 0.05 0.05,0.7100329155248143
0.06 0.10 0.16 0.21 0.25 0.28 0.26 0.27 0.27 0.30 0.29 0.31 0.31 0.37 0.37 0.38 0.39 0.42 0.32 0.21 0.11 0.08 0.05 0.05 0.05,0.7100329155248143
0.09 0.06 0.08 0.11 0.19 0.29 0.26 0.27 0.28 0.30 0.33 0.33 0.32 0.28 0.37 0.39 0.38 0.46 0.45 0.44 0.37 0.23 0.15 0.10 0.07,0.7064679456786886
0.06 0.08 0.11 0.19 0.29 0.26 0.27 0.28 0.30 0.33 0.33 0.32 0.28 0.37 0.39 0.38 0.46 0.45 0.44 0.37 0.23 0.15 0.10 0.07 0.05,0.7564497275861299
0.47 0.46 0.47 0.48 0.39 0.30 0.22 0.15 0.10 0.08 0.08 0.11 0.17 0.25 0.27 0.29 0.30 0.31 0.29 0.33 0.31 0.36 0.35 0.41 0.41,0.35808444218848856
0.46 0.47 0.48 0.39 0.30 0.22 0.15 0.10 0.08 0.08 0.11 0.17 0.25 0.27 0.29 0.30 0.31 0.29 0.33 0.31 0.36 0.35 0.41 0.41 0.39,0.2909607147757649
0.29 0.30 0.29 0.31 0.37 0.34 0.35 0.38 0.39 0.41 0.34 0.26 0.20 0.16 0.09 0.06 0.09 0.12 0.14 0.22 0.25 0.30 0.34 0.34 0.38,0.43989761640260705
0.30 0.29 0.31 0.37 0.34 0.35 0.38 0.39 0.41 0.34 0.26 0.20 0.16 0.09 0.06 0.09 0.12 0.14 0.22 0.25 0.30 0.34 0.34 0.38 0.39,0.4577918104033474
0.28 0.24 0.30 0.26 0.28 0.33 0.31 0.35 0.35 0.36 0.37 0.32 0.22 0.17 0.12 0.07 0.08 0.06 0.09 0.14 0.21 0.25 0.29 0.32 0.31,0.2106962602385436
0.24 0.30 0.26 0.28 0.33 0.31 0.35 0.35 0.36 0.37 0.32 0.22 0.17 0.12 0.07 0.08 0.06 0.09 0.14 0.21 0.25 0.29 0.32 0.31 0.39,0.629252225197471
0.50 0.42 0.29 0.18 0.14 0.12 0.09 0.08 0.13 0.19 0.29 0.28 0.28 0.28 0.33 0.36 0.35 0.36 0.36 0.41 0.40 0.44 0.47 0.48 0.48,0.5929332039515101
0.42 0.29 0.18 0.14 0.12 0.09 0.08 0.13 0.19 0.29 0.28 0.28 0.28 0.33 0.36 0.35 0.36 0.36 0.41 0.40 0.44 0.47 0.48 0.48 0.39,0.21645858435510912
